"name","venue","venue_address","date","time","venue_city","event_url","description","picture","price"
"Toddlertime","Mesa Library","64 E. 1st. Street","4/18/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21257&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Toddlertime","Mesa Library","64 E. 1st. Street","4/18/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22289&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/18/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21444&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/18/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22605&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Code Commanders","Mesa Library","64 E. 1st. Street","4/18/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20503&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Citywide Volunteer Recruitment Fair","Mesa Library","64 E. 1st. Street","4/18/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22570&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Mad Science","Mesa Library","64 E. 1st. Street","4/18/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21264&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"ESL Conversation and Grammar Class","Mesa Library","64 E. 1st. Street","4/18/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22342&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Parenting and Stress","Mesa Library","64 E. 1st. Street","4/18/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21503&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Preschool Storytime","Mesa Library","64 E. 1st. Street","4/19/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21745&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Baby Lapsit","Mesa Library","64 E. 1st. Street","4/19/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21241&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Toddlertime","Mesa Library","64 E. 1st. Street","4/19/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=19716&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Desert Darlins Spring Concert","Mesa Library","64 E. 1st. Street","4/19/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21894&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/19/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20446&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Code Commanders","Mesa Library","64 E. 1st. Street","4/19/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22778&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Hands-on Equipment Training","Mesa Library","64 E. 1st. Street","4/19/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21836&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Writer in Residence Consultation Hours","Mesa Library","64 E. 1st. Street","4/19/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21728&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Craft Night: Recycled Mosaics","Mesa Library","64 E. 1st. Street","4/19/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21846&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Baby Lapsit","Mesa Library","64 E. 1st. Street","4/20/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21695&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Parenting and Stress","Mesa Library","64 E. 1st. Street","4/20/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21501&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Learn and Grow with Rhythm and Flow","Mesa Library","64 E. 1st. Street","4/20/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22394&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Power Readers Book Group","Mesa Library","64 E. 1st. Street","4/20/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21747&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Internet Basics","Mesa Library","64 E. 1st. Street","4/20/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21850&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Earth Day Art with Found Objects","Mesa Library","64 E. 1st. Street","4/20/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21589&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Intermediate German Longsword for Women","Mesa Library","64 E. 1st. Street","4/21/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21793&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Writer in Residence Consultation Hours","Mesa Library","64 E. 1st. Street","4/21/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21732&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Engineering Challenge for Kids","Mesa Library","64 E. 1st. Street","4/21/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21762&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"East Valley Children's Express Acting Troupe","Mesa Library","64 E. 1st. Street","4/21/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20777&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Another Ocean to Cross","Mesa Library","64 E. 1st. Street","4/21/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21800&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"ESL Conversation Class","Mesa Library","64 E. 1st. Street","4/21/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21220&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"EVCT Presents: The Bravo Troupe","Mesa Library","64 E. 1st. Street","4/21/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21048&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Lego Club","Mesa Library","64 E. 1st. Street","4/21/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21267&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Local Author of the Month","Mesa Library","64 E. 1st. Street","4/21/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21780&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Make It to Reuse It: Plastic Bag Holders","Mesa Library","64 E. 1st. Street","4/21/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21820&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Poetic License","Mesa Library","64 E. 1st. Street","4/21/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21742&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"DIY Earth Day Terrarium","Mesa Library","64 E. 1st. Street","4/21/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21847&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Hands-on Equipment Training","Mesa Library","64 E. 1st. Street","4/23/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21837&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/23/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21431&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/23/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21436&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Code Commanders","Mesa Library","64 E. 1st. Street","4/23/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21824&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Baby Lapsit","Mesa Library","64 E. 1st. Street","4/24/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20121&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/24/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20457&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"3D Printer Training","Mesa Library","64 E. 1st. Street","4/24/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21759&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Preschool Storytime","Mesa Library","64 E. 1st. Street","4/24/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21250&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Preschool Storytime","Mesa Library","64 E. 1st. Street","4/24/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22031&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Preschool Storytime Presents: Cay Humphreys and Puddles the Raindrop","Mesa Library","64 E. 1st. Street","4/24/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21552&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Shake, Boogie, and Bop!","Mesa Library","64 E. 1st. Street","4/24/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21335&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/24/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21441&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/24/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22580&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Writer in Residence Consultation Hours","Mesa Library","64 E. 1st. Street","4/24/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21730&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Microsoft Office Drop-In Learning for New Users","Mesa Library","64 E. 1st. Street","4/24/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21844&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Toddlertime","Mesa Library","64 E. 1st. Street","4/25/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21343&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Young and Restless: A Storytime for Little Movers","Mesa Library","64 E. 1st. Street","4/25/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21295&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Toddlertime","Mesa Library","64 E. 1st. Street","4/25/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21258&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Toddlertime","Mesa Library","64 E. 1st. Street","4/25/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22290&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/25/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21445&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/25/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22606&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Code Commanders","Mesa Library","64 E. 1st. Street","4/25/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20504&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Mad Science","Mesa Library","64 E. 1st. Street","4/25/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21756&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Hands-on Equipment Training","Mesa Library","64 E. 1st. Street","4/25/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21838&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"ESL Conversation and Grammar Class","Mesa Library","64 E. 1st. Street","4/25/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22343&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Smart Cycling Fundamentals","Mesa Library","64 E. 1st. Street","4/25/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=19416&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
